POI,이름,총 리뷰수,평균평점,주소,경도,위도,링크,거리
POI0,남원큰엉해변 제주,1020,4.534999999999999,제주특별자치도 서귀포시 남원읍 남원리 2379-3,126.703710044663,33.2733501754907,http://place.map.kakao.com/2083466041,1.915203659702197
POI0,제주동백수목원,788,4.208333333333333,제주특별자치도 서귀포시 남원읍 위미리 927,126.67799150264848,33.27497497875763,http://place.map.kakao.com/236028555,3.967558136775577
POI0,코코몽 에코파크,995,4.0227272727272725,제주특별자치도 서귀포시 남원읍 남원리 2380,126.70584844202884,33.27455803113738,http://place.map.kakao.com/19388120,1.725478518828798
POI1,남도리쉼터,186,4.2318181818181815,제주특별자치도 제주시 애월읍 신엄리,126.353691351538,33.4773247791921,http://place.map.kakao.com/27052515,3.1128565128701178
POI1,제주올레 16코스,210,4.159999999999999,제주특별자치도 제주시 애월읍 수산리 1831-2,126.38736766269528,33.46879638867176,http://place.map.kakao.com/11943943,0.7912591854161248
POI2,성산일출봉,1003,4.7700000000000005,제주특별자치도 서귀포시 성산읍 성산리 78,126.940537521366,33.4591349705437,http://place.map.kakao.com/25285071,2.1726977259209046
POI2,밤수지맨드라미 제주,126,4.706666666666666,제주특별자치도 제주시 우도면 연평리 860,126.94848246752528,33.52071278874991,http://place.map.kakao.com/1445918286,4.8433268143579555
POI2,우도등대,406,4.694117647058824,제주특별자치도 제주시 우도면 연평리 337,126.966090578848,33.4930919307808,http://place.map.kakao.com/10706382,4.682874461192518
POI2,제주올레 2코스,152,4.619047619047619,제주특별자치도 서귀포시 성산읍 고성리 2054-6,126.90154323823484,33.44248713338642,http://place.map.kakao.com/12753467,4.143699935757681
POI2,성산포JC공원,170,4.59375,제주특별자치도 서귀포시 성산읍 고성리 224-1,126.92618446551218,33.45468141503532,http://place.map.kakao.com/24058571,1.9363932124155707
POI2,광치기해변,170,4.59375,제주특별자치도 서귀포시 성산읍 고성리 224-33,126.92389656873524,33.45231690975651,http://place.map.kakao.com/13723499,2.1760610582173454
POI2,제주아쿠아플라넷,1020,4.543749999999999,제주특별자치도 서귀포시 성산읍 고성리 127-3,126.92784588473428,33.433068041140075,http://place.map.kakao.com/23150855,3.943653878440012
POI2,검멀레동굴 우도,1020,4.533333333333333,제주특별자치도 제주시 우도면 연평리,126.96628298014,33.4964279222119,http://place.map.kakao.com/8277234,4.818697190658792
